PRECTOTCORR,QV2M,PS,WS50M,T2M,TS,ALLSKY_SFC_SW_DWN,WS10M,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_PAR_TOT,WS2M
31.18,6.96,100.91,11.28,9.21,7.72,0.32,8.02,0.05,41.08,6,6.1
0.69,4.15,101.13,8.38,3.85,5.23,1.8,6.91,0.19,42.12,31.62,5.57
0.01,3.72,101.58,10.78,2.65,4.71,1.59,8.8,0.16,42.13,28.43,7.04
0,4.27,102.01,7.68,4.54,5.23,2.6,5.93,0.23,44.59,44.45,4.66
0,4.15,102.57,3.91,4.24,4.92,2.62,3.15,0.22,45.01,44.52,2.45
0.06,5.19,101.9,7.16,5.53,6.01,2.48,5.52,0.25,44.14,43.05,4.38
0.72,5.37,101.22,11.55,7.33,6.99,1.93,8.94,0.23,40.59,33.73,7.02
0,4.09,102.16,8.33,4.44,5.62,2.44,6.71,0.24,45.13,42.56,5.41
0,3.85,102.43,6.39,4.58,5.2,2.55,5.2,0.26,45.38,44.12,4.19
0.53,5.07,102.03,4.26,6.52,5.75,1.14,3.25,0.16,39.05,20.98,2.52
0.44,6.47,101.35,6.87,8.26,7.37,1.17,4.5,0.18,41.92,22.09,3.34
5.53,6.04,101.21,6.2,7.58,7.01,0.56,4.41,0.1,37.84,10.7,3.28
12.74,5,100.94,6.04,4.6,5.34,0.31,5.2,0.06,36.09,5.91,4.24
0.1,3.05,101.65,10.15,1.22,3.65,2.29,8.29,0.32,46.45,40.01,6.69
0.01,2.01,102.19,12.03,-3.55,2.05,1.65,10.19,0.2,45.89,27.95,8.24
0.02,2.44,102.31,8.36,-1.66,2.33,1.94,6.84,0.16,46.19,33.49,5.64
0.01,2.01,102.46,8.78,-6.02,0.68,2.47,7.77,0.23,47.07,42.23,6.41
0.02,1.59,102.76,8.53,-10.06,-1.11,2.06,7.6,0.2,47.52,34.82,6.34
0.07,1.89,102.54,7.02,-5.56,0.84,2.64,6.02,0.2,49.05,44.94,5.02
0.71,3.85,101.32,8.2,1.84,3.62,0.52,6.74,0.08,41.04,9.79,5.5
0.15,3.48,101.25,10.65,1.54,3.67,1.24,8.8,0.14,44.22,21.93,7.02
0.9,1.65,101.85,6.21,-7.71,0.55,1.91,5.55,0.2,49.56,33.58,4.66
2.68,1.89,100.89,11.81,-8.08,-0.13,2.06,10.44,0.2,48.98,35.27,8.48
0,1.83,101.05,14.3,-7.9,-0.37,2.44,11.92,0.2,49.41,41.77,9.54
0.2,2.62,101.51,8.07,-2.01,1.6,2.47,6.66,0.2,49.71,42.25,5.41
10.07,3.78,100.01,8.45,0.83,2.86,0.35,6.95,0.05,47.84,6.62,5.68
0,2.32,100.43,12.03,-3.38,1,2.59,9.95,0.26,49.12,44.06,8.01
0,2.14,101.27,11.92,-4.51,0.16,2.83,9.81,0.24,50.55,47.95,7.89
0,2.08,101.75,7.2,-4.67,-0.52,2.97,6,0.27,52.85,50.32,4.91
0.03,2.87,100.79,10.12,-0.75,1.31,1.22,8.2,0.16,46.43,22.4,6.59
0.01,1.71,101.22,10.66,-7.24,-1.19,2.71,8.95,0.27,54.46,45.73,7.27
0.05,1.71,101.25,8.5,-6.95,-1.01,2.13,7.18,0.22,54.82,37.2,5.91
0.15,1.46,102.49,6.86,-8.33,-1.85,2.76,5.78,0.26,55.23,46.62,4.8
0.52,1.89,102.52,7,-5.06,-0.5,1.04,6.09,0.22,55.48,20.04,5.08
7.47,2.93,101.24,9.23,-2.16,0.4,0.78,8.11,0.16,52.88,14.88,6.63
1.21,2.5,100.38,10.84,-3.11,-0.26,1.86,9.02,0.27,52.96,33.24,7.26
0,2.01,100.9,11.69,-4.6,-1.41,2.49,9.55,0.5,55.94,42.79,7.64
0.01,1.83,100.47,9.56,-6.05,-1.62,2.48,7.95,0.23,53.04,42.11,6.48
0,2.14,101.18,10.9,-4.76,-0.83,2.73,9.02,0.5,55.93,46.54,7.29
0,2.38,102.53,7.75,-3.09,-0.83,3.04,6.3,0.5,57.55,52.2,5.07
0,2.62,103.06,4.27,-1.42,-0.31,3.31,3.66,0.38,60.52,56.84,3
22.09,4.33,101.77,10.16,2.73,1.92,1.08,7.95,0.23,61.87,21.38,6.17
0.02,3.42,102.19,9.23,1.96,2.02,3.02,7.29,0.41,60.09,52.62,5.77
0.47,2.5,103.35,5.53,-0.56,1.3,2.85,4.59,0.47,64.16,50.64,3.78
38.02,4.39,101.76,7.36,3.02,2.55,0.52,5.44,0.12,62.25,10.13,4.22
6.96,3.91,100.31,8.11,2.4,2.79,1.63,6.38,0.33,60.92,30.08,5.09
0.03,2.2,102.51,10.04,-3,0.41,3.86,8.41,0.43,66.99,65.49,6.81
0.14,3.36,102.64,9.62,1.05,1.37,2.47,7.51,0.33,65,44.48,5.96
0.2,3.91,101.56,6.52,3.27,2.75,3.61,4.55,0.45,63.55,62.23,3.41
0.02,3.05,101.82,8.73,1.23,2.14,3.88,7.08,0.43,67.26,66.5,5.68
0.04,2.87,102.18,4.6,0.95,2.01,2.24,3.73,0.34,65.05,40.91,3.05
0,3.48,101.53,8.27,2.03,2.51,3.78,6.6,0.46,66.38,64.45,5.3
0.01,3.3,101.24,8.41,1.92,2.33,3.43,6.69,0.45,67.64,59.12,5.36
0,2.2,102.1,9.25,-3,0.61,4.13,8.04,0.53,72.97,71.43,6.58
0,1.83,103.19,7.13,-4.35,-0.22,4.3,6.07,0.58,73.16,72.6,5.04
0.18,2.62,103.37,5.9,-0.55,1.09,2.67,4.94,0.49,71.24,48.11,4.02
0.18,3.11,101.85,10.33,0.83,2.08,3.48,8.61,0.49,72.56,61.7,6.92
0,3.36,101.12,8.37,1.43,2.03,2.79,6.64,0.36,66.78,48.6,5.29
0.02,3.48,101.15,5.12,1.9,2.23,2.24,4.08,0.36,68.92,41.67,3.27
0.15,4.46,100.06,8.42,3.93,3.33,2.48,6.12,0.39,69.31,45.07,4.71
0,3.36,101.5,10.7,2.24,2.5,3.95,8.51,0.45,75.11,68.4,6.74
0,3.17,102.16,4.98,2.12,2.29,4.58,3.84,0.6,80.29,79.62,2.95
1.22,3.54,101.67,4.78,1.19,1.9,1.81,3.94,0.38,75.3,34.88,3.21
0,2.5,101.84,9.17,-0.16,1.37,4.73,7.52,0.68,81.2,80.24,6.07
0.01,2.87,102.55,6.8,1,1.89,4.16,5.32,0.62,83.41,72.56,4.26
0,2.75,102.43,8.3,1.2,1.9,4.37,6.6,0.7,79.8,74.46,5.28
0,3.42,102.42,7.46,2.83,2.55,4.78,5.28,0.75,82.89,82.47,3.99
0,3.91,102.27,6.39,4.43,3.12,3.96,4.27,0.59,78.84,68.75,2.98
0,4.33,102.26,5.7,5.01,3.98,4.2,3.55,0.7,78.16,72.8,2.52
0.77,6.1,101.57,9.67,7.68,5.53,2.57,5.87,0.65,81.2,49.32,4.2
0.04,4.94,102.19,6.42,7.15,5.04,4.66,4.05,0.84,86.97,83.43,2.72
3.92,5.25,102.11,2.48,5.73,4.28,1.18,1.72,0.29,74.24,23.49,1.12
1.42,5.19,101.57,6.48,4.73,4.31,1.46,4.73,0.3,75.89,28.48,3.68
11.07,6.96,100.3,11.24,9.09,6.54,0.84,7.12,0.23,83.38,16.84,5.18
1.08,4.15,101.11,6.68,4.6,4.46,5.16,4.98,0.88,92.79,91.21,3.88
9.35,3.85,100.67,4.16,1.8,2.72,1.62,3.58,0.36,90.34,32.11,2.98
3.09,3.85,101.8,3.97,2.43,2.89,2.49,3.23,0.39,87.52,45.75,2.64
0.52,3.78,102.36,10,3,3.01,3.51,8.01,0.6,92.66,64.41,6.34
0.01,3.91,101.38,8.56,4.21,3.9,5.34,6.52,0.73,95.9,93.68,5.01
0.01,3.42,100.95,11.27,3.05,2.99,4.66,8.74,0.84,95.88,82.34,6.84
0,2.81,102.36,9.76,1.24,2.36,5.61,7.88,0.85,99.7,97.63,6.31
0.2,2.99,102.78,6.57,1.52,2.56,3.88,5.25,0.5,96.55,69.95,4.24
0.02,4.39,102,8.63,5.87,4.48,5.5,5.73,0.98,98.42,96.5,4.15
12.98,3.54,101.71,11.56,1.3,2.26,0.81,9.67,0.23,97.41,17.49,7.69
1.19,3.23,101.27,6.6,-0.24,1.84,1.2,5.65,0.38,100.71,24.45,4.67
1.22,3.36,101.94,3.23,1.42,2.32,3.98,2.62,0.68,99.96,71.73,2.12
10.43,3.66,102.36,8.96,1.93,2.24,2.74,7.35,0.6,102.62,51.89,5.82
0.75,3.85,102.22,7.43,2.88,2.95,5.24,5.83,0.91,96.7,92.38,4.59
2.61,4.15,100.64,10.41,4.42,3.9,4.25,7.61,0.92,104.74,77.1,5.88
0,2.26,102.03,9.29,-0.66,1.8,6.22,7.74,0.86,107.01,106.25,6.27
0,2.56,102.87,7.41,1.32,2.6,5.41,5.89,0.5,107.93,94.41,4.73
0.3,4.21,103.18,7.22,4.67,4.58,5.77,5.25,0.92,103.37,101.17,4.07
1.61,5.25,103.35,8.23,6.35,5.5,1.24,5.65,0.34,96.3,25.93,4.29
0.11,5.86,102.91,6.24,7.3,6.4,3.62,4.22,0.77,105.72,69.13,3.1
2.78,7.02,102.05,7.55,10.28,7.78,2.61,4.79,0.7,100.54,51.38,3.36
0.05,5.19,102.76,9.3,7.27,6.63,3.38,6.69,0.81,115.98,64.55,5.14
0,4.03,102.94,7.31,3.93,4.92,5.93,6.05,1.11,114.69,105.65,4.92
4.03,4.27,102.32,6.16,3.53,4.64,2.79,5.26,0.5,116.77,54.78,4.32
19.39,5.49,101.12,5.67,5.83,5.6,1.57,4.38,0.52,113.27,33.92,3.31
6.08,5.74,100.2,7.88,6.15,5.71,2.25,5.99,0.66,114.44,45.89,4.61
2.11,5.37,100.42,7.17,5.68,5.37,2.16,5.37,0.59,111.34,43.57,4.19
3.21,5.13,100.2,4.47,5.69,5.52,2.14,3.26,0.57,113.51,42.56,2.48
6.21,4.82,99.51,7.73,4.69,4.78,2.6,5.9,0.61,103.23,49.89,4.52
0.03,2.87,100.36,12.9,1.84,3.68,6.3,10.64,1.07,120.44,111.98,8.42
0.01,3.3,100.96,10.48,4.3,4.6,7.1,7.83,1.1,122.89,122.45,6.08
0.08,5.13,100.58,6.2,7.95,6.44,5.34,3.94,0.97,113.28,96.22,2.73
2.03,4.82,100.61,3.29,6.02,6.21,4.3,2.57,0.9,117.12,78.48,1.99
0.07,5.19,100.76,5.71,8.36,7.44,5.88,3.79,1.3,120.21,106,2.69
0,4.82,101.47,6.17,7.7,7,6.46,4.19,1.33,121.22,115.25,3.02
2.05,5.19,101.82,5.08,6.06,6.07,1.42,4.03,0.41,105.49,29.56,3.2
18.76,5.13,102.06,9.02,6.08,5.94,2.55,7.14,0.83,116.34,51.45,5.62
38.06,6.65,100.88,9.84,8.4,7.34,0.97,7.33,0.32,116.54,21.07,5.6
10.92,6.96,100.35,5.26,9.23,8.34,1.26,3.61,0.48,124.29,27,2.61
3.13,4.88,101.38,10.89,8.04,7.25,5.16,7.87,1.2,128.22,94.52,5.98
0,4.27,102.33,6.45,7.55,7.1,7.58,4.82,1.4,133.16,132.46,3.72
0,6.53,102.24,8.31,10.02,9.02,6.26,5.66,1.4,127.85,115.26,4.25
0.02,7.39,102.46,5.87,10.87,10.18,5.88,4.32,1.37,119.1,109.03,3.23
0.06,8.24,101.62,9.01,12.67,11.25,6.28,6.16,1.54,126.07,115.84,4.59
0.01,7.02,101.56,7.05,13.28,10.94,7.13,4.42,1.88,137.09,130.3,3.09
0.48,6.29,101.89,7.83,9.28,9.29,5.95,6.07,1.62,127.6,112.38,4.77
0.2,8.24,101.58,6.56,12.74,11.42,5.75,4.3,1.62,125.03,108.02,3.2
4.2,7.02,101.75,5.88,10.1,9.78,3.71,4.52,1.15,119.84,72.93,3.42
4.58,6.04,101.98,7,10.97,10,7.51,4.63,1.99,138.76,135.88,3.34
1.34,4.76,102.54,6.76,7.98,8.48,4.54,5.5,1.24,133.91,85.75,4.42
31.7,8.24,101.18,6.27,11.69,10.46,2.41,4.4,0.91,121.95,49.91,3.31
1.35,6.84,100.49,6.46,11.9,10.6,6.43,4.07,1.84,132.46,117.2,2.76
1.36,4.7,101.84,8.16,8.26,8.56,7.72,6.24,1.52,138.32,136.64,4.79
0,6.77,102.6,9.61,11.26,10.23,7.23,6.78,1.6,134.98,132.35,5.13
0,7.87,102.3,9.09,12.17,11.14,6.32,6.2,1.66,137.32,117.55,4.64
0.03,8.73,101.88,8.78,13.37,12.52,5.76,6.04,0.5,132.75,110.09,4.52
1.59,9.22,101.2,10.23,13.59,12.75,3.22,7.53,1.07,134.45,65.34,5.77
11.29,7.87,100.99,7.88,11.66,11.12,1.52,5.77,0.55,123.67,32.3,4.35
0.01,5.13,101.42,7.32,9.6,9.51,8.03,5.59,2.09,144.45,143.3,4.23
2.33,7.08,101.37,7.59,10.95,10.57,5.23,5.62,1.27,135.29,97.54,4.34
0.17,6.96,101.67,6.05,12.3,11.75,7.85,4.12,1.63,143.5,142.21,3.06
2.92,9.03,101.6,7.73,15.13,13.07,6.05,5.07,1.7,138.2,116.45,3.56
0,5.25,102.65,7.11,10.81,11.32,6.91,5.72,1.8,145.84,128.26,4.59
1.19,8.18,102.04,4.52,12.9,12.85,5.38,3.34,1.55,134.62,103.88,2.55
6.94,9.09,101.96,4.95,13.58,13.62,5.63,3.61,1.62,137.77,108.02,2.69
4.1,10.8,101.8,5.42,17.59,15.4,6.96,3.49,1.97,138.53,131.98,2.27
9.07,11.78,101.99,5.78,18.71,16.19,5.78,3.75,1.76,126.43,109.45,2.52
0.34,10.62,102.18,5.86,16.43,15.35,6.93,4.34,1.92,135.09,130.45,3.17
0.3,9.46,102.24,5.58,14.37,14.61,4.26,4.28,1.27,137.47,84.29,3.32
9.34,11.6,101.86,8.05,18.37,16.8,7.32,5.12,2.09,140.65,138.97,3.69
0.29,10.5,102.25,3.91,18.42,16.83,6.59,2.6,2,145.34,126.68,1.75
0.52,10.01,102.72,4.87,15.38,15.39,3.94,3.9,1.43,146.94,79.67,3.05
0.52,11.54,101.98,9.2,17.7,16.53,5.78,6.27,1.75,141.11,112.16,4.69
4.5,11.35,101.84,4.22,17.19,15.76,1.94,2.83,0.69,134.19,41.45,1.88
0.44,8.54,102.26,4.58,14.41,14.76,7.92,3.73,2.1,153.37,147.37,2.96
1.25,11.05,101.6,5.05,17.26,16.55,4.17,3.51,1.34,134.01,82.9,2.6
0.2,12.33,101.17,5.19,19.15,17.75,5.42,3.38,1.55,133.04,104.1,2.19
0.65,13.24,100.93,5.8,19.95,18.25,6.87,3.74,1.9,140.35,131.02,2.5
2.48,13,100.78,5.65,19.48,18.4,5.13,3.71,1.39,124.65,97.39,2.58
0.19,10.8,101.06,5.81,17.58,17.42,5.9,4.38,1.82,147.88,112.84,3.33
2,9.34,100.82,5.17,14.12,14.94,1.82,4.56,0.62,145.91,39.37,3.73
11.16,9.58,100.58,4.47,15.28,15.73,5.95,3.72,1.89,152.6,115.9,2.98
8.89,11.29,100.23,5.92,17.7,16.37,2.68,3.84,0.84,138.91,56.05,2.77
0,6.65,101.26,7.74,14.44,14.62,8.55,5.91,2.21,158.13,154.84,4.65
0.03,7.69,101.44,5.09,15.13,15.22,8.59,3.71,2.11,157.74,157.03,2.86
10.07,10.07,100.66,6.41,15.19,15.11,2.42,5.14,0.65,141.97,49.88,4.04
3.15,9.83,100.52,5.3,15.39,15.98,5.54,4.27,1.66,154.08,107.62,3.41
1.71,11.05,100.87,6.84,18.21,17.05,7.44,4.34,1.88,151.83,139.94,3.05
0.2,9.95,101.49,4.48,17.88,16.96,7.39,2.84,1.95,154.01,139.02,1.96
0,8.48,102.19,4.67,16.04,16.2,7.25,3.59,1.84,157.16,135.86,2.81
3.07,9.64,101.85,9.14,15.28,15.15,2.48,7.3,0.92,151.36,52.84,5.77
4.7,9.16,101.73,6.52,14.81,15.1,1.57,5.41,0.65,146.99,34.8,4.3
0.06,10.86,101.94,4.86,18.14,17.69,7.3,3.23,1.88,137.16,134.08,2.39
0,12.08,102.04,7.55,20.05,18.81,7.54,4.84,1.84,140.76,139.09,3.49
0.42,13.55,101.43,8.43,22.2,20.16,7.34,5.3,1.95,136.48,135.63,3.7
3.13,13.61,101,4.66,20.38,19.15,3.85,3.38,1.25,141.98,78.08,2.47
1.36,8.97,101.26,3.15,17.28,17.01,4.29,2.41,1.51,155.68,87.21,1.88
0.01,8.06,101.84,4.58,17.3,17.37,8.63,3.53,2.44,156.05,155.7,2.77
0.03,9.52,102.19,7.15,17.48,17.38,7.17,5.48,2.12,156.09,134.22,4.28
0.49,12.88,101.6,9.44,19.96,19.38,3.68,7.02,1.28,145.4,75.27,5.43
0.17,14.22,101.5,7.89,22.13,21.19,7.02,5.4,2.2,151.34,136.05,4.03
0.09,13.73,101.83,4.36,22.11,20.99,6.66,2.88,2.16,151.75,130.05,1.95
11.72,14.95,101.43,3.86,22.33,21.07,4.76,2.46,1.55,130.38,93.4,1.66
2.42,15.44,100.97,3.94,23.62,21.65,6.5,2.58,2.16,142.02,125.82,1.74
0.26,12.45,100.86,6.54,21.91,20.9,6.2,4.44,1.99,143.69,118.9,3.17
0,7.81,101.47,5.36,18.05,19.12,8.54,4.26,0.5,159.98,156.62,3.43
0,10.13,101.37,6.94,19.47,19.62,8.26,5.38,2.25,152.92,151.47,4.23
3.26,13.85,100.88,8.25,21.22,20.55,3.21,5.82,1.14,138.34,66.43,4.45
0.39,12.51,101.18,5.07,21.98,21.35,6.16,3.28,2.13,157.25,119.3,2.39
0.04,12.21,101.63,4.5,21.16,21.15,7.76,3.5,2.18,150.06,144.91,2.73
12.37,14.1,101.62,5.82,20.96,20.8,5.36,4.19,1.58,130.2,102.34,3.21
1.6,12.63,101.06,4.96,21.27,20.99,5.27,3.46,0.5,138.65,102.25,2.62
0,9.64,101.63,5.92,20.35,20.64,7.87,4.35,2.26,154.64,145.42,3.4
2.03,11.54,101.64,3.55,20.72,21.05,6.13,2.66,1.78,144.83,116.8,2.06
2.07,11.17,101.61,5.09,20.87,21.14,7.71,3.81,2.09,144.2,140.61,2.97
0.02,12.02,101.9,6.43,21.87,21.72,7.26,4.68,0.5,139.07,133.74,3.62
0.27,14.04,101.89,6.53,21.99,22.06,6.54,4.79,1.57,132.2,120.68,3.7
2.52,14.22,101.44,5.17,23.45,22.94,6.25,3.54,1.61,140.51,117.74,2.7
0.01,11.23,101.49,4.33,22.21,22.69,8.04,3.52,0.5,155.45,150.17,2.85
0.02,13,101.51,5.49,22.12,22.54,7.17,4.42,1.88,144.2,134.02,3.48
11.55,15.93,100.96,7.81,23.94,23.38,4.74,5.53,0.5,140.76,94.37,4.2
0.23,12.94,100.97,6.34,23.29,23,7.35,4.43,0.5,155.53,141.38,3.24
0.12,13.49,101.05,4.74,22.66,23.33,7.69,3.92,2.38,153.43,147.26,3.12
0.34,14.89,100.88,6.85,24.7,24.23,7.04,4.53,2.21,143.16,133.52,3.36
0,11.6,101.34,6.1,23.05,23.05,7.19,4.41,2.01,151.69,135.43,3.38
0,12.21,101.62,4.53,23,23.35,7.46,3.27,2.12,148.75,141.34,2.55
0.02,12.94,101.78,4.68,23.31,23.95,7.68,3.86,2.12,145.39,143.09,3.07
38.57,13.43,101.68,7.94,21.18,21.83,1.52,6.7,0.53,132.37,33.54,5.37
10.76,14.4,100.67,9.38,21.46,21.83,1.71,7.8,0.79,141.39,37.84,6.18
3.94,13.31,100.32,4.27,20.58,21.58,4.04,3.57,1.49,145.91,81.81,2.89
2.42,13.55,100.05,7.82,22.23,21.83,6.97,5.47,2.04,145.92,132.45,4.21
0.07,13.31,100.51,7.1,22.33,22.01,6.41,4.86,1.88,146.23,123.29,3.69
0.03,13.92,100.99,5.53,23.07,22.77,7.31,3.74,2,145.07,137.99,2.77
7.94,15.14,101.02,6.07,21.98,21.74,2.79,4.39,0.88,126.18,58.22,3.37
2.18,14.95,100.66,4.41,22.97,23.3,5.14,3.23,1.59,145.09,101.05,2.52
0.15,14.28,101.07,4.25,23.9,23.81,7.14,2.98,1.89,138.42,134.87,2.24
0.1,13.73,101.27,3.66,24.37,24.19,6.44,2.57,0.5,121.09,118.34,1.95
0.06,15.75,101.15,5.09,24.27,24.35,6.54,3.79,1.59,122.39,120.43,2.89
18.24,16.85,101.21,7.58,23.95,23.67,3.2,5.53,1.05,124.62,65.84,4.28
5.85,13.98,101.95,6.16,21.69,22.06,3.02,4.99,1.12,130.07,62.74,4.04
0.34,11.96,102.25,6.24,20.95,21.89,4.67,5.23,1.58,136.85,93.42,4.29
0.06,11.29,101.92,5.73,21.58,22.23,7.3,4.74,2.16,142.3,139.84,3.88
16.61,14.59,101.52,6.87,22,22.17,2.31,5.39,0.88,132.43,49.52,4.27
9.96,16.3,101.33,4.91,22.84,22.63,2.18,3.53,0.8,129.11,47.02,2.74
0.83,14.16,101.65,3.92,23.26,23.4,7.23,2.89,2.01,137.71,134.57,2.23
2.73,16.48,101.84,6.56,23.66,23.24,4.97,4.66,1.59,139.33,99,3.54
0.71,17.03,101.71,8.8,24.39,23.92,6.87,6.34,2.12,145.57,134.26,4.85
6.9,17.52,101.55,6.51,24.03,23.6,2.5,4.45,0.84,135.55,52.38,3.39
2.7,16.54,101.31,3.85,24.4,24.28,5.42,2.63,1.62,134.3,106.44,1.93
0.92,16.85,100.9,3.34,23.78,23.78,4.13,2.47,1.41,137.39,83.63,1.87
2.1,16.17,100.52,3.68,25.05,24.76,6.56,2.62,1.89,132.32,125.05,1.97
1.13,13,100.6,5.95,21.74,22.28,3.23,4.95,1.2,131.55,66.27,4.01
0.02,9.16,100.91,6.91,19.8,21.11,6.58,5.78,1.83,139.45,123.45,4.72
0.03,8.85,101.2,5.34,18.82,20.55,5.08,4.4,1.39,139.13,97.74,3.63
0,10.62,101.65,6.07,20.72,21.38,6.64,4.53,1.54,134.16,123.56,3.59
0,12.33,101.7,4.38,22.59,22.88,7.15,3.25,1.84,138.45,133.72,2.54
0.16,14.22,101.42,7.71,22.98,23.01,6.23,5.96,1.59,125.53,116.45,4.66
15.29,15.56,101.22,9.19,23.04,22.53,4.8,6.9,1.4,120.77,92.72,5.38
5.04,15.75,101.38,7.16,22.94,22.73,5.66,5.05,1.59,129.41,109.21,3.87
4.43,16.05,101.16,6.35,22.7,22.23,2.43,4.4,0.89,126.59,51.95,3.33
11.41,14.16,101.87,2.9,21.9,21.7,2.91,1.96,1.08,128.07,60.42,1.43
5.59,14.65,102.08,4.62,21.62,21.63,2.86,3.48,1.12,127.89,59.43,2.73
11.58,13.18,102,2.61,20.99,21.63,2.36,2.21,0.71,124.82,47.03,1.84
0.45,12.15,101.84,3.88,21.01,22.05,6.76,3.23,1.61,128.29,124.79,2.63
0.98,15.08,101.47,5.93,22.92,22.86,4.09,4.47,1.09,110.23,78.98,3.48
0.69,16.36,101.34,8.37,24.26,23.72,4.32,5.98,1.25,120.68,84.8,4.62
1.45,17.15,101.4,7.54,25,24.43,5.66,5.27,0.5,113.77,106.59,4.02
14.99,16.48,100.95,8.7,23.15,22.91,3.43,6.56,1.08,111.28,68,5.13
0.01,9.58,101.53,4.73,20.05,21.55,7.28,3.97,1.93,132.63,132.58,3.28
0,11.78,101.43,4.91,21.82,22.17,6.91,3.72,1.72,127.3,126.8,2.93
0,12.51,101.93,5.19,21.55,22.33,5.89,4.37,1.59,125,112.75,3.55
0,10.07,102.47,5.24,20.54,21.45,6.74,4.46,1.7,128.28,125.33,3.63
0,11.9,102.36,3.96,21.22,21.89,6.49,3.37,1.62,123.76,119.51,2.73
0,14.89,101.9,6.01,23.15,23.21,5.4,4.62,1.52,120.88,102.88,3.59
0.53,15.75,101.37,7.45,24.44,24.08,5.84,5.49,1.61,115.81,111.61,4.27
0.04,15.87,101.4,6.47,24.11,24.15,6.29,4.83,1.73,121.21,119.18,3.77
4.72,17.21,101.42,5.1,24.15,24.23,4.75,3.55,1.45,125.62,94.88,2.69
10.16,15.69,101.27,7.36,24.36,23.89,4.7,5.12,0.5,119.01,92.69,3.89
0,11.96,101.89,4.46,22.73,23.33,6.42,3.36,1.67,120.26,119.23,2.64
0,11.47,102.27,5.34,21.76,22.86,6.21,4.49,1.67,121.31,116.24,3.7
0,12.51,102.2,3.62,22.52,23.06,6.02,3.06,1.59,118.02,112.05,2.53
0.01,14.04,101.96,2.88,23.18,23.3,4.88,2.27,1.35,112.55,92.54,1.81
0.01,11.29,102.47,9.25,20.42,21.66,3.38,7.86,1.11,113.23,67.23,6.32
0.33,11.6,102.36,6.66,20.18,21.44,5.87,5.54,1.49,119.77,110.18,4.52
4.43,15.01,101.74,4.51,22.49,22.87,5.33,3.4,0.5,116.12,102.48,2.63
37.11,16.42,101.56,7.62,22.83,22.58,2.59,5.77,0.98,117.18,54.55,4.47
7.34,16.97,101.02,11.45,23.85,23.4,4.17,9,1.36,114.3,83.43,6.96
0.01,12.33,101.72,6.94,22.24,22.5,6.24,5.26,1.6,116.88,116.69,4.15
0,10.74,102.26,4.38,20.31,21.61,4.14,3.73,1.26,112.24,79.66,3.11
0.01,11.05,102.07,2.55,20.98,21.96,5.72,2.15,1.48,106.68,104.72,1.78
0.04,12.88,102,3.64,22.43,22.62,5.59,2.77,1.27,104.94,103.3,2.13
0.03,11.05,102.54,6.97,20.26,21.55,4.46,5.88,1.23,106.8,84.73,4.8
4.82,12.57,102.32,4.64,20.46,21.4,2.39,3.91,0.82,102.64,48.72,3.22
0.72,14.53,101.59,4.38,22.65,22.94,4.4,3.35,1.2,105.43,84.45,2.66
2.02,15.62,101.22,5.32,22.53,22.65,2.51,4.16,0.86,99.31,51.23,3.31
27.86,13.92,100.81,11.1,20.62,21.27,1.68,8.78,0.66,101.87,35.12,6.88
0,7.69,102.07,10.34,15.44,18.61,5.63,8.51,1.38,107.72,102.03,6.88
0,7.51,102.51,5.48,16.62,18.8,5.83,4.52,1.34,106.71,106.41,3.72
0.02,10.25,102.14,3.97,19.65,19.97,4.85,2.99,1.11,97.91,90.7,2.25
0,11.35,101.93,5.82,20.55,20.69,5.53,4.11,1.24,100.89,100.46,3.12
0,12.33,102.03,4.86,21.24,21.33,5.19,3.8,0.5,98.73,97.09,2.95
0.01,10.93,102.21,3.12,19.62,20.43,4.86,2.74,1.24,100.95,90.48,2.27
0,11.05,101.81,4.97,19.93,20.3,4.43,3.91,1.13,97.14,82.37,3.13
0.02,11.96,101.69,3.04,20.83,20.9,4.22,2.45,1.02,90.4,79.09,1.97
0.34,12.7,101.84,3.47,20.18,20.42,3.93,2.83,1.05,94.86,74.99,2.29
56.84,15.01,100.83,6.23,21.04,20.75,1.34,4.57,0.5,88.48,28.73,3.52
24.3,10.56,100.83,10.5,17.93,18.98,1.71,8.71,0.66,94.48,35.25,6.89
1.16,9.58,101.62,3.18,17.71,18.7,2.47,2.7,0.67,88.93,47.62,2.23
0.04,9.03,102.11,3.85,17.51,18.64,4.73,3.15,0.5,94.35,86.06,2.55
1.56,10.86,101.99,5.52,18.27,18.46,2.05,4.45,0.58,83.77,41.02,3.54
0.15,7.75,101.95,5.27,16.05,17.65,4.12,4.48,0.92,92.2,77,3.68
0,9.4,101.62,4.9,17.28,17.8,4.73,3.89,0.95,89.24,86.27,3.12
0,5.86,102.36,6.84,13.55,16.4,5.26,5.8,1.02,93.81,93.51,4.77
0,5.86,102.78,4.12,14.08,16.24,5.08,3.43,0.96,92.31,91.44,2.8
0,8.42,102.75,3.36,16.61,17.51,4.78,2.76,0.88,87.09,86.91,2.21
0,10.68,102.57,4.82,18.15,18.01,4.54,3.89,0.81,83.09,81.66,3.12
0.01,11.29,101.95,6.05,17.97,17.99,3.32,4.71,0.79,86.54,61.96,3.7
0.03,8.85,101.39,7.3,16.29,17.51,3.72,6.04,0.78,81.88,68.62,4.88
